mid,message,sentiment
4261688720517410,男人魅力，从每一次剃须开始！飞科智能3d浮动剃须刀，剃须无死角，一抹就干净。1小时快充，可全身水洗。带弹出式鬓角刀，巨方便！而且携带方便，全球通用电压，还有智能锁保护！握感舒适，剃须不夹须，感觉跟轮廓很贴合的！想要男人有面子，就送给他吧！活动价189！,6
4262074391705190,给大家一个爱奇艺的优惠福利，爱奇艺年费只需要89元即可开通，还能送京东plus会员！,6
4261466640677080,"深圳专业不锈钢字广告制作……
深圳今典广告??www.12ad.com?
客服qq/微信：178186877
24小时客服热线：0755-86105920??  ???",6
4261126127039130,排毒膏反馈?2??看美女怎么评论咱们家排毒膏的水光面膜精华多，用完排毒膏脸蛋特别舒服，美容院以后都不用去啦??重点千绯还是平民价格[奸笑],6
4262195598530640,"??东莞城区cbd临街旺铺只要镇区价??21日盛大开盘??
??
  【阳光360商铺】
??????

??30-55平热销户型
??均价3.2万，总价130-150万

??超2000家企业总部
??7大产业园、8大政府机构、20大甲级地标、30万cbd高端人群消费力
??世界500强 ?  展开全文",6
4259930648889300,?香港代购????周四过港?欢迎加??微信联系,6
4260972639639530,小东西大魔力[玫瑰]1? 美牙仪会不会损害牙釉质 牙变得涩涩的？no? ? 会完好无损还能换来亮白的“新衣”2? 美牙仪只能黄牙变白？氟斑牙等牙呢？  no? ? 还适用氟斑牙 四环素牙 烟牙 黑牙3? 碧缇福美牙仪安全吗？有证书吗？yes? ? 国家药监局备案！美牙类央视商城唯一合作！防伪码扫描查验！,6
4260616321805430,??猫眼石耳坠纯银饰品  出口外单银饰品。??289,6
4262195333735610,@韩东君elvishan  我在#跨界歌王#人气榜上为你打call啦，你是我心中的人气跨界歌王！ 跨界歌王榜,6
4261429983050630,老司机带路[喵喵][doge][二哈]快速拥有自己的个性名片，微信搜索 奶个车吖#微信小程序##我的名片#,6
4261039254241870,命中大奖不是梦！好运就在你手中！视频直播刮大奖！足不出户把奖中！想想就刺激，越玩越上瘾！这个@视频刮刮官方微博 绝对是中奖福地，别不信，快来试试手气吧！上微博，刮彩票，中大奖,6
4260907820984740,粉象生活????????汇集全网海量优惠券?优惠+返佣购物更省钱?精选优品爆款每日更新?依托大品牌电商平台?高效物流和服务保障?0投入、0风险、0门槛、永久受益?,6
4260649431395590,"彫安老师工作中 #传统双锦鲤打雾#

彫安老师已到达深圳#预约请私信??#

??彫安刺青??
營業時間：
上午10：00～晚上6：00定金預約制
地址:深圳市龍崗區橫崗街道麗晶中心12樓
電話:075528911767-/13534028006
#彫安#花臂#紋身##美女纹身##传统纹身##纹身培训#   ?  展开全文",6
4260542404976630,星秀舞蹈爵士舞   钢管舞   韩舞  高空舞蹈培训  成人零基础舞蹈培训  电话微信同步13590491061,6
4261457186771790,??  遇见tst，遇见更好的自己#徐峥##活酵母##林瑞阳# @tst达尔威销创平台--林大哥,6
4260537250708430,韩轩缘???益生菌洁牙慕斯??刷漱两用，极速清洁便捷有效深入牙齿溶出污渍，全方位无死角渗入迅速清除口腔细菌，让全家口腔都健康,6
4259983187671260,?? ?? 「零售」?3??9??9??红色套盒?1??4?9?修复面霜?1?5? ??红色套盒调理问题肌肤，假性过敏，敏感肌，肤色不均，效果杠杠滴?? 孕妇哺乳期都可以用哦??,6
4260935813965910,????清货秒杀来啦一代女皇益生菌酵母软糖，今日秒杀价40一桶，邮费8??中通，韵达， 百世随机发（不支持指定快递）  由于快递原因，东北，甘肃，新疆，西藏，海南，内蒙古，青海，北京不发货发货地河北,6
4261952395523380,? ?? 爱上姜皂?我有我的理早晚姜皂洗脸，泡泡细细滑滑清洗面部油腻，清洗疲惫倦容好皮肤?如此简单[耶],6
4261640075224560,jm蜂蜜眼膜??jm珍珠眼膜????会慢慢变薄的眼膜??高大上一盒60片(30对)，排毒功效提升3~5倍，有很强的去黑眼圈和小细纹的功效，贴双眼，法令纹，八角纹，连下巴暗淡都可以用，保湿补水，提亮肤色，让眼袋也喝水哦，敷20分钟-40分钟。月中大促价格仅售6?9?元,6
4260236011989360,漾彩· 形象学院虽然美女的眉毛本身长的挺好，但是经过半永久定妆后的眉型更完美了[色][色],6
4260874446787770,"今天你买图一，我送你图二怎么样[机智]
还有送一间十亿库存的掌上超市??
里面包含了国内外大大小小一，二线品牌商品。
我是给大家比过价的，那里划算就在哪里买，当然云集现在已经承包了我的生活。",6
4261640452753330,一元钱买的都是好货????  本来只有4款超值礼包现在多了一件男神女神都在喝的红参饮品礼盒5款供你挑选哟???新店主398元注册后，再花1元可???到一套大礼包，11个任选其一 更有云集专属权益等你来领  史无前例的优惠活动?     错过今天你就要后悔了[笑cry],6
4261382436352220,美牙仪真的太好卖了，顾客问了两句，立刻拿了代理！,6
4261779032942830,zuzu新品??六胜肽安瓶精华面膜??何为六胜肽??六胜肽又称六元胜肽（areginine essence）??是从南极湾冰河泥中所发现的菌种叫单细胞绿浓菌所研发出六元胜肽??活性的六角缩氨酸????有效舒缓并抑制额头抬头纹??眼睛鱼尾细纹及周边肌肉的收缩与活动??帮助肌肉放松，使肌肤弹性组织恢复柔顺平滑的线条????????,6
4261345714558550,??卓越世纪中心4号楼3503b.面积522平，330每平，管理费21元/平，空调计流量。电梯口，西北向。豪华装修。超高楼层。带全套家私预约热线13760251764陈,6
4259784104227750,??报告各位花生宝宝——昨日??天鹰花生团队后台躺赚???382元??????新进代理人数72人?花生日记?助你草根创业??，帮你屌丝逆袭?，促进商家销量??，帮助淘友省钱??，自己还能赚钱[红包]，——真正成人达己??最关键的还是那句话～赚多赚少不是重点，关键是你不需要投资一分钱，不需要但任何风险??简单点 :??花生就是个淘宝天猫优惠券发放app?就像你线下出门用美团，最终消费在实体店，只是过美团会更优惠??网上购物用花生，最终消费在淘宝，只是过花生会更优惠???,6
4261364505270230,汽车要加油??我要喝红牛??冰镇泰牛??就是牛[发怒]墙裂推荐！?? 红牛，泰国原产???? ，一箱30瓶/50瓶，世界红牛的发源地！买一箱放冰箱冰镇！??????泰国原产地红牛 ，以口感纯?? 浓度高?? 价格亲民?? 深受泰国民众喜爱 ?? 冰镇后饮用，瞬间提神醒脑，思维敏捷，补充体力！? ??[发怒]渴了[发怒]累了[发怒]喝红牛！??  品种齐全,6
4260189408570040,┏☆━ ｉしovのyoｕ  ━☆┓??我的颜值提升神器??┗━━━┛??秀身堂升级版--胶原蛋白粉外敷10秒渗透、直达真皮层，修补肌肤弹力网，重塑面部轮廓！让时光向左，肌龄向右.25+初老来袭，想要保持弹润美肌？保养可要内外兼顾~每天一袋秀身堂胶原魔力粉，让肌肤有弹性.颜值??,6
4259836768056350,7.02 雷迪恩 fly si  无荧光，7克拉淡彩黄现货女戒一枚，巨显大哟，颜色非常好，上手浓彩黄的效果，13#，欢迎来撩，性价比：30多万。,6
4260928772305060,[爱心][爱心]纤蔻创始人纪总?就是这个80后女子，真的是佩服她小小身子中的坚强和美好。她源于对妈妈的爱，历经艰辛，创立了自己的塑身衣品牌，其梦想就是要把产品做到极致，让每个女性都穿的起，穿的住，穿的美，做健康塑身减肥的领头牛[强][强],6
4261945525433950,"
我是范范
每天签到从我做起??
金手指只做最正规的手工活一家人一条心? 
一辈子一起走??
一直做手工，??
一直在金手指????
2018.7.15早安??[强]",6
4261348982901820,?? ?? 花生日记，少花钱多生钱，领券购买，省上加省，还可以赚钱！不需要任何投资没有任何风险在应用商店搜：花生日记苹果手机搜：花生日记焕新版下载即可，输入邀请码:f7zbn4o开启0投资，当老板之旅,6
4260931133299650,【沪车会·奔驰改装】奔驰g级xpel - lux plus系列  开始施工?? 给爱车极致保护  省去繁琐镀晶打蜡的时间和金钱.#沪车会深圳# 网页链接,6
4261065317164280,#深圳种植牙##科普大作战# 种植牙是怎么治疗的?人工种植牙的治疗及修复大致分为三个阶段：(1)首先进行术前检查和术前处理。如拔掉特别松的牙齿、残根、龋齿、治疗牙周病及去除不良假牙、调改和纠正不良咬合关系等。这个阶段所需时间视各人治疗情况不同而异，少则一两天，多则两三月。(2)种植手术阶段。您的医生根据术前设计方案，通过手术将种植体植入骨内。植入一枚种植体的时间约为30分钟到1小时。(3)术后四至六个月，更换或安装恒久牙冠或义齿。恒久牙冠一般为全瓷材料制作，其质地优良、色泽逼真，舒适美观，恢复功能满意，经久耐用。,6
4261640323183850,顾客的dsd设计方案出来了，美齿效果美美哒！今明两天都可以免费体验哟！还有低至5折的活动优惠！#深圳美莱口腔#,6
4259810616560970,电动车gps定位器9到100v宽电压报警器电动车gps定位器9到100v宽电压报警器,6
4261676720897960,当你20岁的时候在干什么？他，出身农村却不甘平凡；他，14岁踏入社会打拼；他，年仅20岁就年收入上千万；他，荣获奖励2辆保时捷，自己全款提百万豪车玛莎拉蒂；这样的人你想认识么？????他就是98年男神、德家战略委、德家最年轻的合伙人张奇凡??今晚7??点3??0??分，为你揭秘德家2.0新模式，带你掘金新风口????一起来聆听，98男神的创业之路[鼓掌],6
4261837976026120,深圳市日进达科技有限公司招聘啦！懂韩语优先考虑,6
4261081248071210,20岁小伙体质不错，一般在3～5分钟，第一疗程外用液在使用中，这几天过了禁欲期开始papa，表现超出想象！竟然30分钟！大多数人长时间不做一般都比较快！挺意外，请不要以此为标准。小伙赶紧接着用大补丸,6
4259849556110420,#深圳保时捷# 雷奈 ? 裂变无油泥、无积炭、让发动机依旧如新戳视频，模拟实景金美孚1号 vs 雷奈机油,6
4262047971874070,【宝贝名称】小方包真皮包包女2018新款夏天时尚头层牛皮复古单肩斜挎女包小包原价：148.00元优惠价：118.00元【优惠信息】优惠券：30元券【购买方式】长按复制本文，打开【手机app】立即购买??drjobacat2n??,6
4260971755457960,「3021减脂反馈?」——哺乳期一周掉称5.4斤一点不影响奶水做减脂我们是专业的！不同人群不同餐单！全程饮食由国家级营养师李久芳老师配比！,6
4260321327915140,最近好多伙伴预定月饼抹茶栗蓉?芒果夹心冰皮，奶香蔓越莓椰蓉冰皮准备出发啦[胜利]#假日烘焙西点课堂#,6
4260186841251320,??如果你发现水拍不进去了、霜也不吸收了擦气垫老浮粉、总感觉脸脏脏得洗不干净……那么说明该清洁了??推荐【付爱宝臻宠黑膜】吸出毛孔垃圾后肌肤更好吸收??滋润 、补水 、净颜 、收缩毛孔……,6
4260036630475770,打开支付宝首页搜索“519189637”，即可领红包,6
4260221188166450,澳洲进口奶牛，法国灌装技术斥资5亿，只为一口好奶难怪这个酸奶和纯奶，能火遍全网！小孩很喜欢，好喝到停不下来0添加，喝着也放心每次返场都买，这次当然还囤！,6
4262192796669020,塑料姐妹的聚餐～#汉拿山韩式烤肉# 龙岗店真的进入黑名单了！！店大欺客啊！！！量少一回事！其他店青菜都是免费加…只有你这家特殊啊！！真的很棒棒啊,6
4261996868316810,vca 限量12星座 白羊座 一表难求 [色],6
4261346649901680,"我们从没有“瞎搞搞”
将胶原蛋白与抗糖饮二效合一
超高性价比，省去单卖支出
为消费者负责，是我们不变的方针",6
4261362915787550,sony a7 + crx 35 &amp; fd 85l好的，我又來騙讚了…??希望能找到一張妳喜歡的風格…??@a7club @a7用户组 @你说改什么好 @enzofw @索-拉 @ares007hg @mr阿伟ohyeah 深圳写真胶片的味道#夏日的味道[超话]#少女写真深圳约拍深圳摄影约拍,6
4262128116193330,赶快订购，火把节快到，我相信美美的你是不是少一件这样的衣服[em]e163[/em][em]e166[/em]。,6
4259890313248550,样品 电容电阻都有大量现货,6
4260655550807340,?? 亲爱的美女们：防晒霜用完了，可以剪开瓶子，还???以用上几天，别浪费咯哈[鼓掌][强][胜利]科普一下：美丽符号防晒霜属于物理防晒！在防晒的同时可以护理肌肤哦[耶]而且可以长效防晒……,6
4259910025661960,一听价格你没声了[偷笑]，一看到效果你又心动了[愉快]，于是你就到处找【类似】的产品，一次一次上当[撇嘴]，效果不理想[捂脸]【消费真理】：一分钱一分货，永远不要找便宜东西，因为它达不到你当初预期的效果[玫瑰][玫瑰]al多美丽（皮肤管理）不动刀，不动仪器，一辈子就做一次，满足不了你想要的价格，但是效果一定是你期待的！[得意]因为我们专业，专注，关注到每一张脸。,6
4261673277514880,??肌肤“小情绪”①：动不动就缺水??肌肤“小情绪”②：一不小心变成大油田??肌肤“小情绪”③：总是被晒伤??【梵洁诗绿钻公主凝时活颜系列??无油配方??补水保湿??舒缓修复????让肌肤再也没有小情绪?? 网页链接,6
4259781298273030,??cosme decorte????黛珂牛油果乳液150ml??380??清爽保湿补水亮肤植物乳液??今日在港????下單彈我小窗～,6
4260680699493480,用艾艾贴艾灸1次叫体验；用艾艾贴艾灸10次叫一个疗程；???? 用艾艾贴艾灸30次叫一阶段；每个人的体质不一样， 冰冻三尺非一日之寒，身体长期积累的毒和堵，不是一次两次就可以根除，不要跟别人比效果，跟自己之前比，你会发现效果越来越明显 。艾灸袪湿袪寒，通经活络，效果杠杠的??,6
4261236218449670,我正在#twins##粉丝星系#做星系任务，晒了我珍藏的爱豆表情包，大家都来星系分享吧！twins星系蔡卓妍 电影圣荷西谋杀案钟欣潼 电影失踪,6
4262178615743880,只有几件抹胸吊带裙。随便秒杀￥75包邮。  夏季出游拍图美美哒,6
4260321143340320,?? 149$_$ 阿迪单肩小包 男女斜挎包 单肩包 收纳包 学生悠闲逛街单包 零食手机包 户外运动包 尺寸约:16*12,6
4261689438624230,"??????贫穷确实限制了我们的想象！！！给朋友们普及一下各类??药品价格，还敢抱有侥幸心理吗？

1、易瑞沙（治疗肺癌早期，5500/瓶） 
2、特罗凯（治疗肺癌晚期，4390/瓶） 
3、多吉美（治疗肝癌晚期，12180/瓶） 
4、格列卫（治疗白血病，23000/瓶） 
5、雷利度胺（治疗骨髓癌，18000/盒） 
6 ?  展开全文",6
4260296627726900,????皇庭中心??面积：1467.17㎡??租金：380元/㎡实收??格局：11+1??朝向：东北西三面??递增：第二年逐年递增8%??年限：两年起签??装修：电梯口豪华装修??押金：三押一租????佣金：一个月??预约看房热线：13760251764陈s,6
4260877370905740,夏媛 | 风景园林行业典型代表，毕业于西安建筑科技大学，教授级高工、住建厅、规土委、住建局等教授级高级评审委员会专家，媚道风景园林与城规院负责人。,6
4260284375928120,??  仙岭居?? ????在售户型：三房两厅：面积71-77㎡，总价约320万四房两厅：面积71-82㎡，总价340万可定制户型：面积88㎡，买一套送一套&gt;??????寓见·舒适：绝版5.1米层高买1层送1层，8.4米面开间，70年产权，燃气入户??????寓见·生态：步行100米享受133公顷八仙岭公园，居住在天然氧吧里??????寓见·交通：双地铁物业，3号线、16号线交通??????寓见·配套：15分钟辐射超五大购物中心，摩尔城、海航城、莱蒙国际等超百万商业配套咫尺奢享??????寓见·现楼：即买即入伙，附赠3800元/㎡品牌装修??????寓见·环境：50米即可到达图书馆，享受良好的教育环境 &gt;项目位置：深圳市龙岗区碧新路与碧园路交汇处导航：仙岭公馆营销中心qfang??热线15899968559 宋经理,6
4261905570503620,@华晨宇yu 我在#明日之子#应援榜为你打call加能量，助力你发掘“明日之子”！ 明日之子应援榜,6
4261318892056760,81岁的奶奶可以工作吗？  当然！还可以晋升葆婴执行经销商，还可以达成2018年领袖高峰会    ??41岁就开始视力下降，老人退休后，有缘结识葆婴，一直服用产品，现在不用配老花眼镜，身体状态越来越好！    [微笑]我心中父母年老生活的目标和状态：健康的自由的安享晚年生活,6
4261716407336700,代理进不停，再来一个。。。恭喜美女成功领到tst会员卡的优惠码????还可以进群抽奖哦[色]以后自用省钱，卖出去赚钱????@tst达尔威销创平台--林大哥 @张庭,6
4261297748546990,桃子梨子均已成熟，愿大家来品尝，联系电话13135377781，15399720168。仙桃洞家庭农场欢迎您。均价8元每斤。,6
4260587753782180,香港代购，有需要的可加微信～诚心的哦～????,6
4261282234169970,#法国旅行#法国航空??折扣商务舱机票大放送巴黎北京?巴黎上海?巴黎武汉?巴黎广州?巴黎香港??? 安全? 可靠 ?省钱 ?省心 ?放心[耶]欢迎新老顾客前来预订,6
4260996002079180,?? 【洗护反馈】美女用过我们姬存希洗发水 头发多柔顺呀，coco香水配方，洗完自带香水味[耶],6
4260908106528860,深圳前海自贸区全新精装小面积公寓，68～115平1-2房带阳台，2梯5户50年产权，不限购不限贷总价500万起！仅售80套……免佣团购、预约看房??：13632639015,6
4259920906012080,白丁哥养森减重43斤，白丁爸爸减肥32斤，他团队经销商杨浩业和邮政小哥分别减肥32斤和34斤。养森，我受益我分享??????,6
4260963001451870,"??购买蒲可可
初级代理商买1280送1280
恭喜您将体验一款很酷的产品
给您带来1??0??秒奇迹
别说你的产品??
消费者用了才知道
还可享受以下众多福利??",6
4262119002261940,珍妮曲奇一盒，包普邮大四味168，求带走。尽量多裹泡沫，不保证到货情况,6
4260559421077300,#拼多多##拼多多砍价# 无论是砍价还是投票，都可以发布任务，还可以做任务，满1元提现！,6
4261620701654090,【新脚度夏季新款男士休闲隐形内增高男鞋zf6887增高6厘米】，復·制这段描述€d923baqhn8v€后咑閞??淘♂寳♀??,6
4260637679246980,??传统美甲、指甲油，它的伤害是慢慢的破坏者我们健康的身体。我们明知是化学成份，明知对身体如此伤害，最后直接的后果就是癌症，为何传统美甲店老板和美甲师们和一些客户还要坚持？为什么？为了赚钱？为了节约钱？还有什么比健康更加重要的？??米雪儿指尖珠宝创始人就是在传统美甲行业做了20多年，看到无数女人因此而直接致癌，所以2009年关闭了自己在北京的10多个高端美甲会所，全心全意为女性朋友研究了整整6年，才诞生的健康环保便捷的米雪儿指尖珠宝，值得您用心了解[握手]这份大爱，值得我们大家携手同行[握手],6
4261997270413490,"??【aey瘦身反馈】

瘦得好明显啊

有人2瓶效果就特明显，有人用了半瓶没效果就质疑放弃，更多人回购用足一个疗程
只要你拥有一颗想瘦的[爱心]  aey助阵  瘦到你满意",6
4261977670295910,我刚刚在@微博实时榜 《网剧榜》为@剧版镇魂 打榜了，#剧版镇魂#日日翘首只盼你，泥萌要加油！ 微博实时榜-剧版镇魂,6
4262029680137590,[星星]，#0713姜文邪不压正# 我正在为《邪不压正》打榜！[good][good] 好电影需要用行动来支持，你也来为喜欢的电影加油吧！查看#微博电影榜#全部内容，快戳→_→ 网页链接,6
4260024387532310,惠东莱蒙水榭湾。一线海景房，背山面海，大自然天然氧吧，离深一小时车程左右，离海不到一百米，空气清新、环境优美，是您陪伴孩子的好去处，单房双床、带厨具房间，等您来选！动作要快哦，不然到时又没房了，可以私聊，18925210999史帝文,6
4260180722301890,? ??????s?????洁面乳测评①三款清洁产品酸碱度测试全部通关??#世界杯#,6
4260913659800770,惠州大亚湾别墅一线滨海大城，离深圳最近别墅，性价比超高，带超大花园看海景，268平（中间位）~273平（端头位）750平（独栋）均价2万左右,6
4260542258862070,??????【主治功能】专治:颈椎病、腰间盘突出、强直脊柱炎、腰肌劳损、骨质增生、骨刺、滑膜炎、网球肘、半月板损伤、肩周炎、坐骨神经痛、关节炎、骨头坏死、风湿痛、落枕 、痛风、跌打损伤关节痛、调理静脉曲张等。【仁和】小红膏、祖传藏药秘方，标本兼治。,6
4261711907023660,现在是大健康时代，很多人爱美女性朋友都开始倡导保健养生了。长斑长痘衰老的您还在观望[白眼]健康咨询15919892861,6
4260287924832920,明星制作人@mr_凡先生 我在#中国新说唱#声势榜为你点燃了声势分贝值，助你登顶声势榜首！@中国新说唱 我年轻，我说唱！ o中国新说唱声势榜,6
4260675570719080,硬金交叉手镯??温婉娴静的交叉款式，于腕间缱绻缠绕，搭配七彩丝工艺，简单不失气质。克重:6.6克左右??,6
4260544695154720,@李宇春 我在#明日之子#应援榜为你打call加能量，助力你发掘“明日之子”！ 明日之子应援榜,6
4261971782381330,养森瘦瘦包2个月，减重27斤 #蓓俪芙养森瘦瘦包[超话]#养森减肥,6
4260204960577800,新路线:金沙湾一日游（浙江卫视:高能少年团）第二季沙滩外景拍摄地……一个大气，人少.高端.水清.天蓝，景美的五星沙滩[勾引]公司宴会场地，毕业典礼，公司拓展活动……最佳选择地[抱拳]更多国内.省内.境外出团，包团，定制路线……欢迎微信或电话咨询:18312343055(同步微信)兰儿,6
4261694354026330,【点赞转发抽免费烫染】活动7月13日～7月31日点赞转发此微博，随机抽取三名幸运小姐姐来皇甫造型免费烫染#点赞转发此微博抽取三名幸运小姐姐免费烫染   深圳皇甫造型# [可爱][可爱],6
