id,userid,message,ts_created
4821285258137152,5653890332,不带这么搞的吧，没带冬装过来啊！[苦涩]学校还不给回家[泪],2022-10-05 18:57:23
4819789313478661,7400190200,妈妈在的地方就是家 阳光玫瑰[哇],2022-10-01 15:53:02
4821959257099809,7159153137,假期最后一天，终于晴啦，带着狗子出门，京东还不错，还有宠物专用小推车，给狗子开心坏了。 六楼居然还有一家吉利琴行，体验了一把罗兰的电鼓，手感真不错，期待早点把这小玩具带回家[好喜欢]#国庆假期最后一天#,2022-10-07 15:35:37
4820073191574703,5867522111,教改风云第n弹，2个新手（奥斯曼加新教）打的我们连连败退,2022-10-02 10:41:04
4820155068320061,2162592880,中国天气网讯 中央气象台10月2日10时发布寒潮蓝色预警： 受强冷空气影响，预计，10月2日14时至10月6日20时，中东部大部地区气温普遍下降8～12℃，内蒙古中东部、东北地区、陕西大部、山西南部、黄淮、江淮、湖南北部、江西北部、安徽南部、江苏南部、浙江北部等地降温12～16℃，其中，内蒙古中部、黑龙江东部、吉林东部、河南南部、湖北、安徽中北部等地部分地区降温幅度可达18℃以上。6日至7日早晨，最低气温0℃线将位于华北北部、东北地区中部一带，最低气温10℃线将位于四川东北部、湖北北部、河南南部、山东南部一带。长江流域及其以北地区将有4~6级风，高海拔地区及江河湖面阵风可达7~8级。我国北部和东部海域将先后有7～8级大风，阵风9~10级。,2022-10-02 16:06:25
4820480248512583,6404239005,最喜欢兜风啦[赢牛奶][哈哈],2022-10-03 13:38:33
4821462240462322,6048503995,下雨哦.....讨厌下雨天,2022-10-06 06:40:39
4818454340703660,6337169807,分享图片,2022-09-27 23:28:20
4818616400221786,1116798130,吃饭啦，天天喊减肥，天天吃[泪],2022-09-28 10:12:18
4818975533306061,5620819236,国庆前的快乐[彩虹屁],2022-09-29 09:59:22
4818659334428164,6582188142,上海大都市圈空间协同规划，新时代全国第一个跨省域的国土空间规划。  南京、杭州、合肥，都不在这个规划里，估计是因为南京、杭州、合肥都要做自己的都市圈。[并不简单] #长三角一体化#,2022-09-28 13:02:54
4819325016607722,5189717395,国庆1-3天穿裙子，第4天穿卫衣，第5-7天穿棉衣！,2022-09-30 09:08:05
4821252927916933,6207730457,☔️好冷  吃到了校门口的🍠,2022-10-05 16:48:55
4821325304299937,6707748280,合肥的天是速冻啊！,2022-10-05 21:36:30
4821693765256175,5268682960,满足，下雨天的快乐[偷乐],2022-10-06 22:00:38
4819864180497801,3949348570,姐们让我给他换14，我只能画一个，[doge][doge]@大婉的婉,2022-10-01 20:50:32
4820080501986249,5782821311,#我和我的祖国#,2022-10-02 11:10:07
4820924802798151,5944513903,“粗茶淡饭不要紧，朋友散场没关系，兵荒马乱也无所谓，只要你拥有热气腾腾的灵魂，日子就不会差。别活的太明白，做个快乐的“中年少女！”,2022-10-04 19:05:04
4820589464000176,5888190727,累得双眼皮都出来了 长大后好累啊 活不好自己 爱不好别人,2022-10-03 20:52:33
4821895935954954,1203425763,摘南瓜 做南瓜粥 🎃🎃🎃,2022-10-07 11:24:00
4819030521677475,5953596932,初中生好可爱！,2022-09-29 13:37:52
4819738087919679,3006723165,#国庆节# 小区门口还有放鞭炮的，早上8点多被炸醒但是并不生气[嘻嘻],2022-10-01 12:29:29
4818812354958904,6056008209,居家日记,2022-09-28 23:10:57
4820234441857000,6123909230,美好的假期☕️,2022-10-02 21:21:49
4820129613088200,2132624663,想你们了,2022-10-02 14:25:16
4820241224042861,6713420970,逍遥津小学的学生是不是都不哭[笑cry],2022-10-02 21:48:46
4821374248683192,2913810581,回忆初中#回忆#,2022-10-06 00:51:00
4817744514517559,6745889914,[哆啦a梦害怕]谨言慎行，谨言慎行啊,2022-09-26 00:27:44
4818803123294706,2792191764,抓住晚秋📷🌻,2022-09-28 22:34:16
4819865476530503,5782821311,#我爱我的祖国# 愿祖国繁荣昌盛[心],2022-10-01 20:55:40
4819407463255226,6480642305,回家为国家母亲庆生～,2022-09-30 14:35:42
4819833890537541,6872511995,👭见面 拍照 让快乐有迹可循#plog##用照片记录生活#,2022-10-01 18:50:09
4819951574319584,5833541097,写了个三分钟的稿子 彻底睡不着觉了 怎么办要不现在起来化妆吧... 就是得一切顺利啊,2022-10-02 02:37:48
4819146707832576,5674907889,有小狗了[awsl] 黄狗饼饼好可爱 #迪士尼##可琦安#可琦安,2022-09-29 21:19:33
4819553483232897,6503793704,呼啦,2022-10-01 00:15:56
4820284471510042,5643344620,[干杯],2022-10-03 00:40:37
4819774611130256,2748087357,🚄快乐老家,2022-10-01 14:54:37
4820581314991858,5548955524,合肥只有冬夏 春秋留在了公元前#超凶降温# 🙃…,2022-10-03 20:20:10
4819467001922743,1870838170,终于[虎爪比心],2022-09-30 18:32:17
4821241417961139,5836383106,这个天就和坏女人的心一样,2022-10-05 16:03:11
4818268463039514,5712974255,上午来染发，哎！不服老不甘心不行咯！白发让我不自信,2022-09-27 11:09:43
4822042702250997,2873161922,小夫怎么又被k卡暴打了[费解],2022-10-07 21:07:11
4821849039703413,5533321720,放了七天假 没有一天是八点之前不起床的[苦涩] 作息简直比上班还健康,2022-10-07 08:17:39
4819538895702767,5829176266,成毅#成毅电视剧底线# cy#成毅周亦安#  明天就要放假了，大家有什么安排呀，今晚可以先安排湖南卫视，看成毅周亦安[偷乐]@成毅   成毅电视剧底线 | 成毅周亦安 | 成毅李莲花｜成毅李相夷｜成毅莲花楼｜成毅南风知我意｜成毅傅云深,2022-09-30 23:17:58
4818296338387942,5617821583,自制美式汉堡。两层肉饼才是真爱 一个就干饱了， 这可比外面的吃的爽多了[嘻嘻],2022-09-27 13:00:29
4819908828859737,6720926911,回家前的失眠[哈哈] 第一次做手抓饼成功[太阳],2022-10-01 23:47:57
4821607551338590,2669238867,18线小城的快乐  从到了巢湖就没化过妆 却一直自信满满[嘻嘻][嘻嘻],2022-10-06 16:18:04
4819427310963394,3930620700,国庆期间，合肥天气打五折啦！！,2022-09-30 15:54:34
4818391712402061,7792428544,每个人都要好好活着！！！ #玫瑰少年#,2022-09-27 19:19:28
4818109813491376,3099475852,要长大 学会面对一切接受不了的事实。,2022-09-27 00:39:18
4818475296753418,5365211826,#故月#  感受22楼的巍峨 风呼呼的吹~,2022-09-28 00:51:36
4817963847258362,6447481831,别管了 就是全世界最幸福的小女娘了[抱一抱] 中秋节的时候没回家 当时说想吃蛋黄月饼 这次国庆又不回去 这次我妈给我寄衣服就寄了一堆蛋黄月饼来[泪]一箱里面一半都是我爱吃的零食[泪]我爸一直说这些都是垃圾食品但还是跟我妈说给我多寄点[泪]还有之前有回说学校边上 ...全文,2022-09-26 14:59:17
4820976875867446,2684772781,🌞☁️🌳🌇🎈,2022-10-04 22:31:59
4818624860654496,6476968658,#体制内##考公##安徽省考##国考##祁同伟#,2022-09-28 10:45:55
4819674153354957,2091454277,照样早起，打算去散步，扔到楼下的流浪猫，又折返回家来拿猫粮。  喂完吃的，它粘着我，给它摸摸毛，撸撸下巴，躺在地上欢快的打呼噜了～～橘猫,2022-10-01 08:15:26
4819797616888676,6123498041,欢乐森林没有林，我的假期没有假[666],2022-10-01 16:26:02
4822365781098497,6163017763,雨季之中二少年,2022-10-08 18:30:59
4819636086637131,6350949308,十月， 愿祖国繁荣昌盛 愿自己念有所得 #十月你好##国庆节#,2022-10-01 05:44:10
4820209624157074,5364715040,辣死我🤯,2022-10-02 19:43:12
4820243996746438,6052360199,斯文？,2022-10-02 21:59:47
4818075667142924,5802510395,希望可以消耗掉这杯奶茶,2022-09-26 22:23:37
4822011194376811,5859946578,[心],2022-10-07 19:01:59
4821313158647783,7400827598,在合肥不肥对不起合肥,2022-10-05 20:48:15
4820074940599437,5744166887,在合肥短暂停留两天，参加了大学室友的婚礼，不禁发出感叹：别人都交卷了，我的题目还不知道怎么回答，不过也没有太多的慌张和措手不及。      当初6个人的寝室，过了两年也只能聚齐四个人，再相聚大家是从天南地北赶来。两年未见都还是老样子，还可以泡在网吧里吃鸡，并且被击倒时像当初在寝室那样不停的喊“扶我一把”。      我在合肥并没有家，没有一个栖息地。不过我对这座城市的感情是错综复杂的，可能因为它是我家乡的省会，可能我有一些朋友在这里，可能它承载了我一部分记忆……      昨天在互相告别时，室友c对我说道“早点回合肥吧，深圳不是那么好混滴”。老实说我最开始的想法是回到这个熟悉而又陌生的城市，不知道这里会不会是我的终点……      毕业两年，发生了很多事。有些人山前未相见，还是希望山后再相逢，可能正是因为大家在天南地北，所以相聚才会变得更有意义。    下次再见。,2022-10-02 10:48:01
4818009317966168,5356712921,太快乐啦！军训下训就能听到小时的歌！,2022-09-26 17:59:57
4817948097382634,1856001050,刚被推荐的一家店 好优雅的布置啊 好看好看 喝奶茶都高雅起来了 hoho,2022-09-26 13:56:42
4819864625616127,5178038037,快乐国庆～,2022-10-01 20:52:18
4820529841969390,7712978438,分享图片,2022-10-03 16:55:38
4819675878527262,5519999952,一年好短暂 一天好漫长,2022-10-01 08:22:17
4822380579132211,5687101259,#原来周一可以有三天#最爱的奶茶和发霉一样的面包[举手][举手],2022-10-08 19:29:48
4822420084493319,5271144132,光生活就很累了👿,2022-10-08 22:06:47
4819543187523749,5371440734,欢呼 雀跃🐦🐦🐦,2022-09-30 23:35:01
4821677291077908,6371878227,封校前最后一次 吃吃喝喝逛逛[馋嘴],2022-10-06 20:55:10
4821306087047517,3976161811,#国庆#,2022-10-05 20:20:08
4819504301607195,7047001549,老头儿爆金币喽😆😆,2022-09-30 21:00:30
4818843253606093,2006724901,天天累成狗，还是要努力啊,2022-09-29 01:13:44
4822318155304479,6616550854,分享图片,2022-10-08 15:21:45
4818412893116154,7792466815,#安徽电信2022年新员工训练营# 个人演唱会,2022-09-27 20:43:38
4819463583306066,3235746850,jim cramer breaks down what the fed needs to do in order to beat inflation#注册会计师 #acca #ucl伦敦大学学院,2022-09-30 18:18:42
4818080251513353,6535248079,女生寝室门突然打不开，请来开锁匠结果尴尬了，开锁不成反被锁 #刚刚知道#,2022-09-26 22:41:50
4820980054365977,5664711516,搓搓手 又要一个人过冬啦,2022-10-04 22:44:37
4820305635706138,6693081369,我想 慢慢来也是一种诚意,2022-10-03 02:04:43
4818369343656025,6226304911,庆祝一下我的国庆七天假,2022-09-27 17:50:35
4821039400616210,1195027033,国庆节买的绿植，移植到大盆了，希望日子过得幸福安康[作揖],2022-10-05 02:40:26
4820977201976023,2717141925,爱上没什么了不起  爱下去才是浪漫,2022-10-04 22:33:17
4822421447639193,7590536893,十月份打卡第八次，今天下了一天的雨，也没法跳绳，只能在家骑动感单车40分钟，明天继续加油！,2022-10-08 22:12:11
4822411771383573,2046207153,一下就到冬天了,2022-10-08 21:33:45
4820843483633626,2954406250,[彩虹屁],2022-10-04 13:41:56
4820205605489743,5186177791,有点冷啊,2022-10-02 19:27:14
4819887178651042,5172338124,明天能拿多少红包全看我表现[开学季][开学季],2022-10-01 22:21:55
4820839340185297,5126260417,安徽好吃的太多了[馋嘴],2022-10-04 13:25:28
4819047273730671,5258962285,昨天晚饭到今天中饭和男朋友一起炫的   他已经成功被我种草了锅包肉[酷],2022-09-29 14:44:26
4819711621858776,6880424755,国庆哪哪人都多55,2022-10-01 10:44:19
4820878640023601,5713123301,看到伙伴发的赣州菜，自己也想吃，很怀念，菜的味道很特别，青春的味道,2022-10-04 16:01:38
4818769332928751,5080597471,干饭啦[馋嘴],2022-09-28 20:19:59
4821276579596723,6287953998,中午吃完饭 正常的饭量 结果睡了一个小时就饿了 躺在床上冷静了好久,2022-10-05 18:22:54
4821979028266208,7773794407,#今天星期五##国庆假期最后1天# 🔔您的国庆假期进度条 : ▓▓▓░99%  通知：您的假期余额已不足‼️ 👉🏻是否选择充值👈🏻 ✅确定  ✅选择回血  🙋有谁和小湘一样 总觉得什么都还没做假期就结束了😭 点一首反方向的钟🎵能不能回到放假第一天 国庆假期的最后一天吃点 ...全文,2022-10-07 16:54:11
4820433919018523,5664789075,#plog# 冒出来一个我,2022-10-03 10:34:28
4821280877974351,7780014085,去去寒，养养胃,2022-10-05 18:39:59
4817969090136833,6645789461,小位置阳光不错☀️,2022-09-26 15:20:07
4820462669925361,2493190983,近来的一些饮品 以及猫猫 夏日要过去了。,2022-10-03 12:28:43
4821219011987814,5854860285,去楼下超市买点东西 嗯，确实挺冷的，我后悔穿了短裤#天气即天意#,2022-10-05 14:34:09
4822325243415809,6657742986,简单更新一下相册[玉兔捣药] 感冒病号+冷空气=一天睡18h,2022-10-08 15:49:55
4820112320759536,3085534581,别人假期都是出去旅游，而我是到荒地看飞机起飞！,2022-10-02 13:16:33
4820946491540210,6357464875,小长假的和悦云锦有点酷～  #这个夏天有过遗憾吗#合肥#合肥是座有ai的城#,2022-10-04 20:31:14
4820767273129021,2177497477,我對蘇州新購房政策又收緊之思考    今，在寂寞等待中，突然接到蘇州好友來電，閒談莫論大閘蟹旺季，似乎比情還深比意還重⋯⋯當爭論不休之時，竟然扯到房地產，又扯到二十日前蘇州爆炸性購房新政，全面解除購房限購後，僅一日就又收回？！    當時，好友不知所措的介紹身邊許多親友及熟人都炸鍋的現象和場景⋯⋯有的感嘆，自費交了這麼多年社保，現在完全不用啦；也有的說，當年就是因為限購，才在旁邊的鄰市下手，現在哪知道還能這樣啊；還有的說，大家穩住，房價還能繼續再降等等，七嘴八舌，五花八門⋯⋯當然，也有不少朋友感到興奮，因小橋流水充滿詩意的蘇州，因文化底蘊深厚的蘇州，因旗袍窈窕淑女的蘇州，是一直都被想去安家落戶的大美蘇州！    現實中，令人非常意外的是，購房政策放開僅隔一日就被收回了。按照此前的放開新政策，在蘇州非本地戶籍，拿張身份證就可以買房，只要你願意就可買一套，沒有落戶要求。如在外地上班，沒有蘇州戶籍和社保的，也可以買自己喜歡的房。這對於不少沒買房但想定居落戶蘇州的人，是喜訊，是一件大利好啊！    如今，購房新政策突然收回，恢復之前的限購。我想應該可以當做是一次試探性放開，也能切身感受到現在樓市之巨大壓力。其實，我自己還是很喜歡蘇州的，因近年來工作事務常去蘇州，至少每年都要去個三兩次，有時還甚多⋯⋯蘇州是一座美麗古老神秘的城市，文化歷史悠久，令人喜歡這裡愜意從容的氛圍，來這裡定居，或者說在蘇州有套房，我覺得確實會令人很是舒服。實際很多人都不知道蘇州的實力，蘇州人民很富有的，全國排名遙遙領先，不過蘇州人民的消費觀很有意思，有錢但也務實，不土豪但優雅，在意品質也更加追求性價比。    放眼瞧蘇州人民，其實並不喜歡所謂西方的奢侈品大牌，反而更喜歡充滿祖國風色彩的衣服，以及國內的好品牌，覺得性價比更高而且更務實。    此次，蘇州開放購房新政策再收回，我覺得意義深遠，更是一個風向標吧，是一次試探性舉措。但事實來說，蘇州在實際樓市降本的措施中，做得是非常的好，在利率下降的同時，又降低首付的門檻等等⋯⋯如今，諸多專家學者從實際樓市的角度去分析也是非常客觀存在的，理論與實踐證明，樓市對於任一城市都有種雪上加霜的感覺吧⋯⋯故然，樓市泡沫經濟一直是市場堪憂的，無論是哪座城市再怎麼經濟強悍的城市也受不了房地產的洗禮或抨擊啊！    希望蘇州能夠順利度過調控，率先垂範，以領頭羊和主人翁的精神來重啓放開購房新政策，讓我們能真正能成為蘇州人民的一員！祝福蘇州！蘇州加油！,2022-10-04 08:39:06
4820977558490296,1590299331,生日快乐啊我的男孩[抱一抱][抱一抱]  回头看视频才发现原来熊孩子笑起来这么乖，幸好有镜头记录下来[酷][酷],2022-10-04 22:34:42
4820261436654952,5264040237,我的国庆就是不停地核酸核酸再核酸,2022-10-02 23:09:05
4821658826971006,6310454433,今年冬天会有纯爱番吗,2022-10-06 19:41:49
4820591134376613,5462406519,#凉海の深夜食堂# 第一次吃烤乳扇，就是奶酪的味道，挺好吃的[思考],2022-10-03 20:59:10
4822000675590566,3228145414,再见了妈妈今晚我就要远航[单身狗] 别为我担心我有快乐和智慧的桨[单身狗],2022-10-07 18:20:12
4822279986354843,6318758030,#今天寒露# 可可爱爱,2022-10-08 12:50:05
4818994333222618,5669525478,这些人怎么看怎么奇怪，有没有人解释一下,2022-09-29 11:14:04
4822420685328534,5397014122,下班🙈,2022-10-08 22:09:10
4818023544523974,5031740728,回学校的路上[挤眼],2022-09-26 18:56:30
4818287282622019,5531132788,#安徽省大学生国庆假期只有3天#听说皖医连放九天，安中医你最好识相一点！！！,2022-09-27 12:24:30
4818834852415792,3889505732,好大一把快乐,2022-09-29 00:40:21
4821376949552062,5414400692,天冷了，人的性子都变得沉闷了起来。 疾风劲爽变成了寒风刺骨。 想见的人、向往的以后随着风不知道是越来越远还是悄悄走近。 是应该焦虑还是躺平任嘲，自己给自己答案。,2022-10-06 01:01:44
4819699084560523,3794528104,真条路真的巨sb，这个砖块铺得根本都不符合人体工程，迈一块太少，迈两块太长，每次从这走必定要卡脚，强烈建议重修,2022-10-01 09:54:30
4820407208644770,6582188142,合肥要求：20多万名假期离肥学生，返校后当即全部参加首批免费核酸检测，随后再参加“三天两检”，七天内原则上不出校门、不开展聚集性活动。  #合肥疫情防控#,2022-10-03 08:48:20
4819849400816758,5091515868,国庆第一站 这个点还在排队 没吃上火锅[悲伤],2022-10-01 19:51:48
4819930002228339,3876086000,踩雷,2022-10-02 01:12:05
4821495089464919,5245404244,有点好吃,2022-10-06 08:51:11
4820957736994535,5790170413,嘻嘻👩❤️👨,2022-10-04 21:15:56
4818068864503765,6666486005,[哇][哇],2022-09-26 21:56:35
4817900605800660,7315570982,秋高气爽[心],2022-09-26 10:47:58
4820506337613245,1832659325,悄咪咪出来玩耍，查就查吧，我不管了 开心最重要[嘻嘻],2022-10-03 15:22:14
4821363435247900,7240209889,何凯文考研英语每日一句这个眼镜很明显限制了张医生的颜值[太开心]#机智的医生生活#,2022-10-06 00:08:02
4821127849050429,5281814809,晨读,2022-10-05 08:31:53
4819089024092827,5908244395,中西合璧,2022-09-29 17:30:20
4822057987083253,6719824614,一天跟室友一人搞碎一个暖瓶这经历也是没谁了,2022-10-07 22:07:56
4820989458778150,2246981432,简直了 一票人中午没烧上大灶台 晚上终于实现了 [跪了]  姥姥订了生日蛋糕等了一天 无奈大美个小米不想分开 明天去补过阳历生日,2022-10-04 23:21:59
4821263552348195,2569912361,#弹窗监管难点有哪些# 裂开了，在我脸上刺个绿码吧……,2022-10-05 17:31:07
4822301831334155,5043123312,又来了！[泪]  第一次吃辣椒吃到唇炎 第二次脸痒痒啥事没有 这次就严重了,2022-10-08 14:16:53
4822274966552978,6615298407,最近公司食堂一直在精准猜中我的雷区 一开始只是一两个菜 最近是全部命中！,2022-10-08 12:30:07
4821690993088434,5840300934,补一下对合肥的尊重,2022-10-06 21:49:38
4818785590320398,6065642361,‘’都变好吧 生活 还有我們‘’☻,2022-09-28 21:24:36
4818823599885074,7645070841,原来是自己将邮件设置为了不提醒，虚惊一场。 不过讲真这篇论文最多就是进入第二轮了，因为赶得太急，也没人帮忙修改。这个十一就在学校好好改手头的两篇论文吧[感冒],2022-09-28 23:55:38
4820197162618201,5894906766,省博有好东西，点到为止[doge],2022-10-02 18:53:41
4817885463057942,1775746671,又到周一啦[泪],2022-09-26 09:47:49
4820632472390103,6382232221,🐱,2022-10-03 23:43:27
4818026401366029,7417336260,回家遛狗的感觉太好了[耶],2022-09-26 19:07:50
4819869851714253,3261517380,国庆[单身青蛙]追赶日出日落,2022-10-01 21:13:04
4821720202216476,2218225253,农村人进城，第一次来酒吧[允悲]不能露怯，双手端放在桌子上，显得自己是个老玩家。第一次见，幼儿园式座位，方方正正不留一空[晕]不查核酸不查行程码的[晕]一只确诊 全军覆没[晕],2022-10-06 23:45:41
4818111021188142,3561555844,[打call][打call]、项目为期一周圆满结束    首先很明显的就是刘海儿的变化 从一开始的精致到最后一天直接大转变 精致也顾不上了 忙着收尾    跟着两位大佬摆场 压力还是有那么点大的 但是总体还是非常满意 这次的项目整体风格还是适合年轻人的 偏奶油风 我喜欢   三位对接小姐姐也非常好聊 第一天聊到最后一天 可熟了 社恐的人到最后都变活泼了 下次再见了👋🏻,2022-09-27 00:44:06
4819470700250071,5782201239,#平凡英雄# 祖国牛！！,2022-09-30 18:46:59
4822227788236328,5135411580,假期结束,2022-10-08 09:22:40
4819149426002866,7313865370,《诺亚方舟与大同世界》论语第一章  @郎咸平 @当当创始人李国庆 #文化##历史##科技#   永恒： 您好！弥雾先生。  弥雾： 你是谁？你从哪里来？  永恒： 我是复杂多变现实社会里一个无学历、无财富、无地位的“三无人”。我从生命与家庭而来，我从国家和文明而来，我从历史与世界而来。  弥雾：哼， 好 ...全文,2022-09-29 21:30:21
4822232385454449,5384907630,吃个早茶，加油鸭[爱你][爱你],2022-10-08 09:40:55
4818329992693574,6578894039,拒绝焦虑[举手],2022-09-27 15:14:13
4820066920827985,7321650389,记录第一次带三月元宝环巢湖游 三月站起来了 竟然有勇气对元宝重拳出击了哈哈,2022-10-02 10:16:09
4819155821270145,5535342727,我宣布拔丝地瓜今晚全场最佳🏅️,2022-09-29 21:55:46
4820940946672847,2524202897,2022.10.4星期二 去体育馆打球健身。,2022-10-04 20:09:13
4818261008974007,5965899569,#合肥踩盘# 曾经的豪宅楼盘绿地御徽，当年新盘价格也差不多是包河区天花板了，安徽电视台某明星在该小区举报婚礼也轰动一时，不过现在二手房价格不算太理想。,2022-09-27 10:40:05
